leader_user_id,total_events,first_led_date,last_led_date,tenure_days,events_per_month,consistency_std,avg_gap_days
10957,60,2019-06-18 06:00:00,2020-12-12 07:00:00,543,3.36353591160221,11.528142071673528,9.204096045197742
10958,81,2019-06-18 06:00:00,2021-03-27 07:00:00,648,3.805,12.42504891893555,8.100520833333334
11092,25,2020-06-07 08:00:00,2021-04-11 07:50:00,307,2.478827361563518,11.334818195531824,12.833043981481481
11099,22,2020-02-26 07:00:00,2021-08-21 08:00:00,542,1.2355719557195572,90.345269544129,25.81150793650794
11131,5,2019-08-15 19:00:00,2023-08-31 19:00:00,1477,0.1030467163168585,705.841046789809,369.25
11395,12,2019-06-19 19:00:00,2019-11-20 19:00:00,154,2.371948051948052,16.858232410309213,14.0
11414,139,2021-12-15 06:00:00,2025-02-12 06:30:00,1155,3.6633419913419916,10.553338814939437,8.369716183574878
11637,12,2020-08-05 06:00:00,2021-06-14 05:45:00,312,1.1707692307692308,48.37191782539423,28.453598484848484
11695,4,2019-11-20 17:00:00,2020-01-08 17:00:00,49,2.4848979591836735,4.041451884327381,16.333333333333332
11748,44,2021-08-25 06:00:00,2023-12-18 06:30:00,845,1.5850414201183431,65.17869628075374,19.651647286821703
12056,16,2019-09-28 06:00:00,2020-01-02 06:00:00,96,5.073333333333333,5.763631185671447,6.4
12129,111,2021-07-03 07:00:00,2024-09-08 06:30:00,1162,2.907779690189329,17.566738046569533,10.572537878787877
12763,3,2020-06-01 19:00:00,2020-06-10 19:00:00,9,10.146666666666667,3.5355339059327378,4.5
12784,1,2019-09-18 19:00:00,2019-09-18 19:00:00,1,30.439999999999998,,
12848,102,2020-04-16 17:00:00,2022-06-08 20:00:00,783,3.9653639846743296,7.493189910001612,7.753712871287129
13068,277,2019-06-26 19:00:00,2023-12-29 19:00:00,1647,5.119538554948391,16.7792728594324,5.967391304347826
13574,1,2019-08-20 18:45:00,2019-08-20 18:45:00,1,30.439999999999998,,
13623,59,2020-04-10 12:00:00,2020-07-24 12:15:00,105,17.104380952380954,1.721900308105766,1.8105244252873562
13745,1,2019-11-03 06:00:00,2019-11-03 06:00:00,1,30.439999999999998,,
13849,50,2019-06-26 19:00:00,2020-12-28 19:00:00,551,2.762250453720508,26.94929168764143,11.244897959183673
13900,49,2023-01-10 05:30:00,2025-03-04 05:30:00,784,1.9025,23.253218990285315,16.333333333333332
13912,58,2023-08-02 05:30:00,2025-03-12 05:30:00,588,3.0025850340136055,12.420700715355908,10.31578947368421
13957,758,2020-08-05 06:00:00,2025-03-11 05:30:00,1678,13.750607866507748,7.061944283591192,2.217938132981066
14092,23,2024-04-30 06:00:00,2025-02-11 06:00:00,287,2.4394425087108016,7.574878736903178,13.045454545454545
14245,109,2019-07-26 06:00:00,2022-03-01 06:00:00,949,3.4962697576396207,14.380515211857032,8.787037037037036
14253,105,2019-09-26 19:00:00,2021-12-02 19:30:00,798,4.005263157894737,12.451076955972644,7.673277243589744
14653,60,2023-09-11 19:00:00,2025-03-10 19:00:00,546,3.345054945054945,8.937865701716431,9.254237288135593
14675,1,2020-08-23 07:50:00,2020-08-23 07:50:00,1,30.439999999999998,,
14709,1,2019-11-23 06:00:00,2019-11-23 06:00:00,1,30.439999999999998,,
14770,7,2021-06-27 06:30:00,2021-11-09 06:00:00,134,1.5901492537313433,46.017103962115925,22.496527777777782
15328,108,2021-09-04 07:00:00,2024-06-19 19:00:00,1019,3.2262217860647695,19.28100713145048,9.52803738317757
15369,26,2019-11-14 19:30:00,2021-01-21 19:00:00,433,1.8278060046189377,36.80250901961561,17.359166666666667
15667,33,2020-10-21 06:00:00,2021-11-24 05:30:00,398,2.52391959798995,18.775582148139645,12.468098958333334
15883,34,2020-04-12 07:55:00,2021-08-01 07:55:00,476,2.1742857142857144,20.849206074558182,14.424242424242424
16620,61,2020-12-31 06:00:00,2022-03-25 06:00:00,449,4.135501113585746,11.097180989460696,7.483333333333333
16676,74,2020-04-24 19:20:00,2022-01-12 19:00:00,627,3.592599681020734,7.809116424402084,8.602549467275495
16781,1,2019-08-27 18:30:00,2019-08-27 18:30:00,1,30.439999999999998,,
17057,129,2020-10-15 05:00:00,2022-09-29 05:30:00,714,5.499663865546219,7.974677506822834,5.578287760416667
17410,11,2020-08-08 06:00:00,2021-01-09 06:00:00,154,2.1742857142857144,9.788882582921415,15.4
17720,56,2019-08-12 06:00:00,2022-07-20 05:30:00,1072,1.5901492537313433,37.126435731344266,19.508712121212117
17727,46,2020-10-21 06:00:00,2021-10-27 05:30:00,370,3.7844324324324328,12.47166503024128,8.243981481481482
18509,29,2020-10-22 06:00:00,2022-02-05 07:00:00,471,1.8742250530785562,21.31212320338121,16.822916666666668
18522,5,2019-09-17 18:30:00,2019-10-22 18:30:00,35,4.348571428571429,3.5,8.75
18684,1,2020-12-16 06:00:00,2020-12-16 06:00:00,1,30.439999999999998,,
18773,7,2020-04-19 19:00:00,2021-12-04 07:45:00,593,0.35932546374367624,154.6631780472107,98.921875
18860,5,2021-08-13 18:50:00,2021-12-17 19:10:00,126,1.2079365079365079,23.222655207619457,31.50347222222222
18896,77,2021-11-28 07:00:00,2024-01-11 06:00:00,773,3.0321862871927556,14.985936625607671,10.183662280701753
19444,12,2021-11-04 19:30:00,2022-02-28 19:00:00,115,3.176347826086957,4.697964749804328,10.543560606060606
19762,1,2023-06-07 17:00:00,2023-06-07 17:00:00,1,30.439999999999998,,
20224,2,2022-08-07 19:00:00,2022-08-09 19:00:00,2,30.439999999999998,,2.0
20699,34,2019-10-09 05:30:00,2021-07-23 05:30:00,653,1.5849310872894333,100.754532614709,19.78787878787879
20889,5,2021-09-15 19:00:00,2021-11-10 19:00:00,56,2.717857142857143,14.0,14.0
21198,94,2021-07-22 05:30:00,2025-03-08 10:00:00,1325,2.1595169811320756,17.911951807275678,14.249327956989248
21250,3,2023-09-17 11:30:00,2023-09-21 19:30:00,4,22.83,0.23570226039551595,2.166666666666667
21422,9,2021-01-02 10:00:00,2021-02-20 12:15:00,49,5.591020408163265,5.788800671654347,6.13671875
21514,5,2019-10-10 19:30:00,2019-11-07 19:30:00,28,5.435714285714286,0.0,7.0
21885,1,2020-10-11 09:30:00,2020-10-11 09:30:00,1,30.439999999999998,,
22047,20,2019-10-25 19:20:00,2020-08-14 19:20:00,294,2.0707482993197277,16.195966502452944,15.473684210526315
22106,12,2020-06-07 17:00:00,2020-09-01 06:00:00,85,4.297411764705882,4.248049909111595,7.7765151515151505
22169,40,2020-07-16 05:30:00,2022-11-12 07:30:00,849,1.4341578327444051,35.64380610858912,21.771367521367523
22317,21,2023-08-02 06:00:00,2024-06-04 06:00:00,307,2.0822149837133552,26.72769418282111,15.35
22343,30,2021-09-08 19:00:00,2023-10-16 19:00:00,768,1.1890625000000001,71.1665636562847,26.48275862068966
22415,84,2020-06-13 07:30:00,2022-05-22 07:30:00,708,3.6115254237288137,6.912317498806833,8.53012048192771
22487,20,2022-01-11 05:30:00,2022-05-25 06:00:00,134,4.543283582089552,9.171214454229307,7.053728070175439
22565,3,2024-12-23 19:00:00,2025-02-17 19:00:00,56,1.6307142857142858,29.698484809834994,28.0
23076,284,2020-03-30 19:00:00,2022-06-10 06:00:00,801,10.792709113607991,3.5417331118541395,2.8320082449941104
23136,1,2021-10-30 10:00:00,2021-10-30 10:00:00,1,30.439999999999998,,
23330,10,2020-05-23 06:50:00,2021-04-18 08:00:00,330,0.9224242424242425,62.02539920725439,36.67206790123456
23353,410,2020-05-04 09:00:00,2025-03-08 08:00:00,1768,7.059049773755657,3.8000136828439492,4.3250814995925015
23619,219,2021-05-12 06:00:00,2025-03-10 19:00:00,1398,4.768497854077253,10.711737024877202,6.41532874617737
24304,129,2021-10-06 06:00:00,2025-03-11 19:00:00,1252,3.1363897763578277,18.207697257717395,9.785481770833332
24308,5,2019-10-09 19:30:00,2020-05-13 18:30:00,216,0.7046296296296297,90.0125545834518,54.239583333333336
24703,39,2020-09-03 19:00:00,2021-07-13 06:00:00,312,3.805,7.08755729129138,8.222587719298245
24833,92,2020-06-15 06:00:00,2021-06-03 06:00:00,353,7.933371104815865,3.5745440492344254,3.879120879120879
24954,1,2021-06-30 19:00:00,2021-06-30 19:00:00,1,30.439999999999998,,
25172,46,2020-04-25 06:00:00,2022-06-23 05:30:00,788,1.7769543147208122,34.53699903834082,17.532870370370368
26899,120,2022-06-16 06:00:00,2025-03-08 10:00:00,996,3.6674698795180727,5.566288970651587,8.371148459383754
27007,39,2019-11-09 07:00:00,2022-06-04 08:30:00,938,1.265628997867804,23.92064229794432,24.685855263157894
27166,52,2020-08-01 08:00:00,2022-09-10 07:30:00,769,2.0583615084525357,25.615667617531077,15.09763071895425
27245,94,2020-11-06 06:00:00,2021-12-29 06:00:00,418,6.845358851674641,3.943934651993206,4.494623655913978
27349,80,2023-06-25 05:30:00,2025-03-06 05:45:00,620,3.927741935483871,11.447894512125421,7.848233122362869
27588,4,2019-10-19 07:00:00,2019-12-14 08:15:00,56,2.1742857142857144,20.219287552245017,18.684027777777775
27733,1,2025-02-23 17:00:00,2025-02-23 17:00:00,1,30.439999999999998,,
27979,43,2020-04-15 18:30:00,2021-09-05 08:30:00,507,2.581696252465483,22.683151251915966,12.08531746031746
28033,45,2022-05-18 19:00:00,2023-06-27 19:00:00,405,3.382222222222222,13.113324042993149,9.204545454545455
28117,99,2020-08-18 06:00:00,2024-07-05 06:00:00,1417,2.1267184191954835,54.16756247299932,14.45918367346939
28193,52,2020-07-14 19:30:00,2021-11-09 19:30:00,483,3.277184265010352,15.173523047560069,9.470588235294118
28209,13,2021-04-17 10:00:00,2021-08-24 19:30:00,129,3.067596899224806,11.462098067252999,10.782986111111112
28226,6,2019-11-06 19:30:00,2020-06-03 19:30:00,210,0.8697142857142858,63.194145298437256,42.0
28369,2,2020-04-05 11:00:00,2020-04-12 11:00:00,7,8.697142857142858,,7.0
28394,94,2021-06-22 06:00:00,2024-06-21 06:00:00,1095,2.6131141552511417,21.101492935685272,11.774193548387096
28944,4,2020-01-21 07:00:00,2021-06-23 19:30:00,519,0.23460500963391137,127.01345941660882,173.17361111111111
28999,73,2021-05-15 07:00:00,2024-02-19 06:00:00,1009,2.202299306243806,31.38711983096858,14.027199074074073
29501,46,2021-08-16 19:00:00,2025-02-26 20:00:00,1290,1.0854573643410852,67.28129698275187,28.667592592592595
29536,220,2021-04-30 18:55:00,2025-03-08 10:00:00,1407,4.759630419331912,7.172593908346628,6.4275272704211055
29604,74,2021-03-16 19:30:00,2023-08-10 19:30:00,877,2.5684834663625997,20.22187887805018,12.013698630136986
29863,12,2023-07-18 19:30:00,2024-02-03 07:30:00,199,1.8355778894472363,27.084766214361977,18.136363636363637
29890,63,2020-09-14 19:00:00,2022-09-05 19:00:00,721,2.6598058252427186,15.714929203397478,11.629032258064516
29986,4,2020-01-16 07:00:00,2020-07-04 06:30:00,169,0.720473372781065,70.51900949553588,56.65972222222222
30178,1,2020-05-20 19:30:00,2020-05-20 19:30:00,1,30.439999999999998,,
30745,8,2023-05-20 06:00:00,2024-09-01 07:30:00,470,0.5181276595744682,75.31624175648588,67.15178571428571
31135,6,2021-06-29 19:00:00,2021-10-16 08:30:00,108,1.6911111111111112,7.579345906804888,21.7125
31206,8,2020-12-09 19:00:00,2021-08-29 07:00:00,262,0.9294656488549619,49.36513614552953,37.5
31372,58,2020-06-03 19:00:00,2021-09-29 19:00:00,483,3.655320910973085,5.676139085962182,8.473684210526315
31432,2,2020-08-15 06:00:00,2021-10-30 06:00:00,441,0.1380498866213152,,441.0
31870,3,2020-08-05 07:00:00,2021-01-01 19:00:00,149,0.6128859060402685,102.17692988145612,74.75
32258,5,2024-11-12 05:30:00,2025-03-11 05:30:00,119,1.2789915966386556,25.72567171494624,29.75
32608,15,2021-12-15 06:00:00,2023-09-21 06:30:00,645,0.707906976744186,142.34308132518595,46.07291666666667
32743,1,2021-04-11 07:00:00,2021-04-11 07:00:00,1,30.439999999999998,,
32750,178,2020-08-18 19:00:00,2024-05-09 06:00:00,1359,3.9869904341427524,14.336246494630979,7.680555555555555
32945,16,2021-10-08 18:30:00,2022-02-18 18:30:00,133,3.661954887218045,5.591660457025862,8.866666666666667
33031,6,2020-06-25 07:30:00,2024-05-30 19:00:00,1435,0.12727526132404182,338.3409878290522,287.0958333333333
33433,46,2024-01-10 19:00:00,2025-03-03 19:00:00,418,3.3498564593301436,6.043713080799773,9.28888888888889
33525,35,2020-08-05 07:00:00,2021-06-13 08:30:00,312,3.4147435897435896,4.051148642478469,9.178308823529411
34191,4,2020-07-10 18:10:00,2020-07-31 18:10:00,21,5.798095238095239,0.0,7.0
34709,12,2023-10-12 19:00:00,2024-09-26 19:00:00,350,1.0436571428571428,34.225190085135196,31.818181818181817
34978,36,2020-10-29 05:30:00,2021-07-22 06:30:00,266,4.119699248120301,2.001385491158651,7.601190476190477
35241,21,2021-09-17 18:50:00,2024-12-05 19:00:00,1175,0.5440340425531915,81.5493139803108,58.75034722222222
35272,47,2020-08-23 08:00:00,2022-07-08 06:00:00,683,2.094699853587116,29.8619433277128,14.867753623188404
35281,8,2020-04-18 11:30:00,2020-06-11 18:10:00,54,4.50962962962963,2.8280373785475468,7.753968253968254
35300,9,2020-12-09 05:50:00,2021-03-31 05:50:00,112,2.446071428571429,10.583005244258363,14.0
35325,108,2023-08-31 06:00:00,2025-03-11 06:00:00,558,5.891612903225807,6.30560991310139,5.214953271028038
35757,47,2021-07-20 05:30:00,2023-06-08 05:30:00,688,2.0794767441860467,21.41748418875202,14.956521739130435
35906,52,2020-09-29 06:00:00,2022-12-16 19:00:00,808,1.9590099009900992,51.29729482562424,15.853758169934641
35916,1,2020-10-11 17:00:00,2020-10-11 17:00:00,1,30.439999999999998,,
35919,9,2020-07-08 19:15:00,2020-09-09 19:15:00,63,4.348571428571429,6.971691092303785,7.875000000000001
36134,241,2020-08-19 19:00:00,2023-07-09 19:00:00,1054,6.960189753320683,9.108701566265857,4.391666666666667
36354,5,2021-11-25 19:30:00,2022-06-30 19:00:00,216,0.7046296296296297,73.04405613247886,54.244791666666664
36362,64,2020-11-15 10:00:00,2023-01-04 05:50:00,779,2.500847240051348,8.915132461766333,12.378196649029983
36429,3,2021-02-06 11:30:00,2021-04-21 06:45:00,73,1.250958904109589,42.301190045357735,36.901041666666664
36451,109,2020-12-26 08:00:00,2025-03-06 19:30:00,1531,2.167184846505552,31.988503754576087,14.180362654320989
36461,17,2023-11-23 19:30:00,2025-02-13 19:30:00,448,1.1550892857142858,59.69701276725104,28.0
36979,30,2020-11-17 06:00:00,2022-03-01 05:30:00,468,1.9512820512820515,46.89823255454534,16.171695402298848
37542,64,2021-06-17 18:30:00,2022-03-01 18:30:00,257,7.580389105058367,9.413795815254636,4.079365079365079
37571,176,2020-12-14 19:00:00,2025-03-10 19:00:00,1547,3.4631157078215904,8.65345589060086,8.84
38687,70,2021-04-22 06:00:00,2022-12-20 06:00:00,607,3.5103789126853377,18.032999885416075,8.797101449275363
38710,6,2021-01-18 20:00:00,2021-01-30 10:00:00,11,16.603636363636365,1.9143101455441678,2.3166666666666664
38930,46,2021-07-16 12:15:00,2022-07-08 12:15:00,357,3.922240896358544,6.110156785276182,7.933333333333334
38955,55,2021-10-05 06:00:00,2023-04-27 19:30:00,569,2.9423550087873465,21.433181172809963,10.547453703703704
38968,33,2021-12-15 06:00:00,2025-02-07 19:00:00,1150,0.8734956521739131,115.96515844856307,35.954427083333336
39188,10,2020-07-03 06:30:00,2020-10-23 06:30:00,112,2.717857142857143,9.11195795522443,12.444444444444445
39189,1,2020-09-07 06:30:00,2020-09-07 06:30:00,1,30.439999999999998,,
39219,55,2020-07-17 19:00:00,2021-03-06 19:00:00,232,7.216379310344828,6.202792321023074,4.296296296296297
39359,52,2021-12-31 06:00:00,2023-11-18 06:00:00,687,2.3040465793304223,22.22427450758677,13.470588235294118
39601,16,2020-09-14 19:00:00,2021-04-05 19:00:00,203,2.3992118226600985,20.714589873587947,13.533333333333333
39741,182,2020-10-18 17:00:00,2023-07-09 06:30:00,993,5.579133937562941,7.306515715917058,5.489295580110498
39865,69,2020-09-14 19:00:00,2022-10-24 19:00:00,770,2.7277402597402602,11.020254319559905,11.323529411764707
39925,2,2020-08-22 08:00:00,2020-10-31 08:00:00,70,0.8697142857142857,,70.0
40014,5,2021-06-22 07:00:00,2021-07-03 08:30:00,11,13.836363636363636,1.7240448744643124,2.765625
40179,8,2020-07-01 19:15:00,2021-05-26 19:30:00,329,0.7401823708206687,82.20688680228204,47.00148809523809
40483,32,2021-06-17 07:30:00,2022-08-24 07:00:00,432,2.254814814814815,12.969906825015432,13.967069892473116
40566,22,2021-08-30 19:00:00,2023-07-10 19:00:00,679,0.9862739322533137,55.93329360348211,32.333333333333336
40572,8,2020-11-17 20:00:00,2021-01-06 20:00:00,50,4.8704,3.7606990231680526,7.142857142857143
40656,225,2022-07-04 06:00:00,2025-03-09 17:00:00,979,6.9959141981613895,11.00542495393549,4.372581845238095
40779,8,2020-07-01 06:30:00,2020-10-16 06:30:00,107,2.27588785046729,9.041304350505275,15.285714285714286
41186,49,2024-05-31 06:00:00,2025-03-12 06:00:00,285,5.2335438596491235,3.910477322536332,5.9375
41815,1,2020-09-06 07:50:00,2020-09-06 07:50:00,1,30.439999999999998,,
41915,29,2022-08-28 06:30:00,2023-04-30 06:00:00,244,3.6178688524590163,11.020659731273565,8.749255952380953
42561,26,2024-03-06 19:30:00,2024-12-11 19:30:00,280,2.8265714285714285,8.082903768654761,11.2
42830,2,2023-11-18 06:45:00,2024-01-22 19:00:00,65,0.9366153846153846,,65.51041666666667
42853,259,2020-12-04 05:45:00,2025-03-16 08:10:00,1563,5.044120281509917,9.204272585711005,6.058529823428079
43954,4,2020-12-29 18:00:00,2021-01-19 18:00:00,21,5.798095238095239,0.0,7.0
43965,58,2023-12-21 05:50:00,2025-03-12 19:30:00,447,3.949709172259508,8.46027202970161,7.852095516569201
44000,95,2020-07-22 19:30:00,2024-07-17 19:30:00,1456,1.9861263736263737,30.59684640022516,15.48936170212766
44344,15,2021-06-15 05:30:00,2021-10-06 05:30:00,113,4.04070796460177,11.418510970386214,8.071428571428571
44491,25,2024-06-23 07:30:00,2025-03-09 07:30:00,259,2.9382239382239383,5.549459215503892,10.791666666666666
44607,15,2021-05-22 08:00:00,2022-03-12 09:00:00,294,1.5530612244897959,27.01764606563289,21.002976190476193
44804,4,2020-08-04 19:30:00,2020-12-05 14:00:00,122,0.9980327868852459,52.811346689138404,40.92361111111111
45153,41,2021-05-17 06:00:00,2022-08-10 06:00:00,450,2.7734222222222225,23.648901067991446,11.25
45346,19,2021-07-13 19:30:00,2022-03-08 19:30:00,238,2.4300840336134457,12.432778811295094,13.222222222222221
45392,79,2022-04-28 06:00:00,2023-04-24 06:00:00,361,6.661385041551247,7.669039662018109,4.628205128205128
45514,278,2021-08-19 05:30:00,2025-02-14 19:30:00,1275,6.637113725490196,7.805677084945796,4.604993983152829
46012,255,2022-07-01 06:00:00,2025-03-11 06:00:00,984,7.888414634146341,10.433420293249272,3.874015748031496
46270,102,2023-10-18 05:50:00,2025-03-12 05:50:00,511,6.076086105675147,4.8924060576012325,5.0594059405940595
46299,98,2021-02-15 19:00:00,2024-10-14 19:00:00,1337,2.2312041884816756,26.683026285498002,13.783505154639176
47414,6,2024-10-18 06:00:00,2025-02-03 07:00:00,108,1.6911111111111112,32.66522637130943,21.608333333333334
47807,7,2021-08-10 19:00:00,2021-11-20 08:30:00,101,2.10970297029703,13.528062076353239,16.927083333333332
48153,33,2022-09-25 08:00:00,2024-07-06 07:00:00,649,1.5477966101694915,14.393476984868741,20.311197916666664
48293,66,2023-04-19 19:30:00,2025-03-12 19:30:00,693,2.899047619047619,12.584656382424138,10.661538461538461
48379,9,2020-12-15 19:00:00,2023-02-26 10:00:00,802,0.34159600997506234,203.2021440047447,100.328125
48380,11,2021-02-23 06:00:00,2022-03-08 05:30:00,377,0.8881697612732097,56.478372186920005,37.797916666666666
48402,229,2021-06-14 12:15:00,2025-03-05 12:15:00,1360,5.125558823529412,6.3601273044486435,5.964912280701754
48610,3,2020-09-07 07:30:00,2021-01-25 07:30:00,140,0.6522857142857142,60.01568805320822,70.0
48769,1,2021-02-03 19:30:00,2021-02-03 19:30:00,1,30.439999999999998,,
49505,2,2020-09-09 19:00:00,2020-09-16 19:00:00,7,8.697142857142858,,7.0
50327,81,2023-04-10 19:00:00,2025-03-10 19:00:00,700,3.522342857142857,3.9378076532410837,8.75
50346,25,2023-04-12 19:30:00,2023-11-22 19:30:00,224,3.397321428571429,4.913748827141236,9.333333333333334
50547,25,2021-07-02 06:00:00,2022-03-06 10:00:00,247,3.0809716599190287,4.8419411523048534,10.298611111111112
50820,26,2022-09-23 06:00:00,2024-11-30 07:00:00,799,0.990538172715895,51.5260476087185,31.96166666666667
52323,97,2022-03-10 19:15:00,2025-03-12 06:00:00,1097,2.691595259799453,12.86936717376922,11.431749131944445
53312,94,2021-09-25 07:00:00,2024-11-10 08:00:00,1142,2.5055691768826622,24.946207594474068,12.280017921146953
53387,73,2021-10-19 06:30:00,2024-06-22 07:00:00,977,2.274431934493347,20.534404081843473,13.569733796296296
53444,6,2022-10-27 18:50:00,2023-03-09 18:50:00,133,1.373233082706767,26.83840531775314,26.6
53737,3,2020-12-08 19:00:00,2021-03-02 19:00:00,84,1.0871428571428572,39.59797974644666,42.0
